sex_F,sex_I,sex_M,length,height,shucked weight,viscera weight,shell weight
0.0,1.0,0.0,0.455,0.105,0.164,0.0755,0.126
1.0,0.0,0.0,0.455,0.115,0.184,0.108,0.1245
0.0,1.0,0.0,0.455,0.1,0.358,0.0775,0.11
0.0,1.0,0.0,0.46,0.105,0.2225,0.099,0.11
0.0,1.0,0.0,0.46,0.105,0.1575,0.077,0.114
1.0,0.0,0.0,0.46,0.125,0.206,0.1045,0.141
0.0,1.0,0.0,0.465,0.11,0.1425,0.073,0.113
0.0,1.0,0.0,0.47,0.1,0.175,0.0855,0.135
0.0,1.0,0.0,0.47,0.18,0.2055,0.105,0.1505
0.0,1.0,0.0,0.47,0.12,0.167,0.0885,0.115
0.0,1.0,0.0,0.475,0.1,0.2535,0.091,0.14
0.0,1.0,0.0,0.475,0.12,0.1785,0.0885,0.1505
0.0,1.0,0.0,0.475,0.11,0.211,0.11,0.15
0.0,1.0,0.0,0.48,0.125,0.244,0.101,0.165
0.0,1.0,0.0,0.48,0.115,0.2065,0.112,0.132
0.0,1.0,0.0,0.48,0.1,0.2205,0.0835,0.135
0.0,1.0,0.0,0.495,0.12,0.214,0.1045,0.1495
0.0,1.0,0.0,0.495,0.13,0.2185,0.116,0.16
0.0,0.0,1.0,0.495,0.12,0.224,0.1375,0.167
0.0,1.0,0.0,0.5,0.135,0.2945,0.104,0.1565
0.0,0.0,1.0,0.5,0.135,0.302,0.1415,0.2065
0.0,1.0,0.0,0.5,0.145,0.239,0.1375,0.185
0.0,1.0,0.0,0.5,0.14,0.2585,0.1625,0.196
0.0,1.0,0.0,0.5,0.125,0.259,0.124,0.157
0.0,1.0,0.0,0.5,0.14,0.2925,0.1205,0.195
0.0,1.0,0.0,0.505,0.13,0.3015,0.11,0.18
0.0,1.0,0.0,0.505,0.12,0.2595,0.1435,0.18
0.0,1.0,0.0,0.505,0.105,0.248,0.103,0.171
0.0,1.0,0.0,0.515,0.12,0.3265,0.1295,0.16
0.0,1.0,0.0,0.515,0.135,0.337,0.144,0.205
0.0,1.0,0.0,0.515,0.135,0.32,0.1255,0.175
0.0,1.0,0.0,0.52,0.13,0.233,0.1365,0.18
0.0,1.0,0.0,0.52,0.125,0.3005,0.131,0.1905
0.0,1.0,0.0,0.525,0.125,0.369,0.1385,0.164
0.0,0.0,1.0,0.525,0.155,0.428,0.1415,0.2045
0.0,1.0,0.0,0.53,0.13,0.3905,0.111,0.167
0.0,1.0,0.0,0.53,0.155,0.4725,0.111,0.192
0.0,1.0,0.0,0.53,0.11,0.2525,0.1235,0.189
0.0,1.0,0.0,0.53,0.13,0.419,0.1205,0.21
0.0,1.0,0.0,0.535,0.135,0.2895,0.121,0.154
0.0,1.0,0.0,0.535,0.15,0.3595,0.135,0.225
1.0,0.0,0.0,0.535,0.13,0.335,0.144,0.2075
0.0,0.0,1.0,0.535,0.15,0.3475,0.1445,0.194
1.0,0.0,0.0,0.54,0.145,0.4315,0.163,0.2175
0.0,1.0,0.0,0.54,0.14,0.3205,0.1445,0.229
0.0,1.0,0.0,0.545,0.135,0.372,0.148,0.227
1.0,0.0,0.0,0.545,0.15,0.3535,0.163,0.207
0.0,1.0,0.0,0.545,0.15,0.302,0.1315,0.2545
0.0,1.0,0.0,0.545,0.135,0.27,0.1185,0.185
0.0,1.0,0.0,0.55,0.145,0.3745,0.171,0.223
1.0,0.0,0.0,0.55,0.125,0.2965,0.137,0.2
0.0,0.0,1.0,0.55,0.15,0.413,0.1905,0.248
0.0,1.0,0.0,0.55,0.14,0.3285,0.1555,0.2325
0.0,1.0,0.0,0.55,0.135,0.3325,0.1545,0.215
0.0,0.0,1.0,0.555,0.14,0.407,0.156,0.255
0.0,1.0,0.0,0.555,0.155,0.3135,0.1435,0.28
0.0,1.0,0.0,0.555,0.14,0.341,0.165,0.23
0.0,1.0,0.0,0.555,0.145,0.3485,0.1765,0.225
0.0,1.0,0.0,0.56,0.135,0.3715,0.185,0.236
0.0,1.0,0.0,0.56,0.145,0.3095,0.1305,0.2165
1.0,0.0,0.0,0.56,0.155,0.5565,0.3225,0.2695
0.0,1.0,0.0,0.56,0.145,0.547,0.1615,0.235
0.0,1.0,0.0,0.565,0.175,0.414,0.21,0.21
1.0,0.0,0.0,0.565,0.145,0.4215,0.1685,0.225
0.0,0.0,1.0,0.565,0.15,0.3635,0.184,0.219
0.0,0.0,1.0,0.565,0.125,0.352,0.13,0.1685
0.0,1.0,0.0,0.57,0.145,0.2825,0.2195,0.2215
0.0,1.0,0.0,0.57,0.135,0.3815,0.1415,0.245
1.0,0.0,0.0,0.57,0.135,0.397,0.2525,0.2655
0.0,0.0,1.0,0.57,0.17,0.382,0.183,0.2705
0.0,1.0,0.0,0.57,0.13,0.347,0.1785,0.202
0.0,0.0,1.0,0.57,0.125,0.383,0.1835,0.275
1.0,0.0,0.0,0.575,0.135,0.461,0.147,0.2125
1.0,0.0,0.0,0.575,0.165,0.511,0.2095,0.306
0.0,0.0,1.0,0.575,0.155,0.4415,0.176,0.22
0.0,0.0,1.0,0.58,0.155,0.6715,0.273,0.2955
0.0,0.0,1.0,0.58,0.135,0.405,0.167,0.204
1.0,0.0,0.0,0.58,0.15,0.4,0.156,0.253
0.0,0.0,1.0,0.585,0.155,0.4555,0.1965,0.235
0.0,0.0,1.0,0.585,0.185,0.522,0.2535,0.335
0.0,1.0,0.0,0.585,0.16,0.48,0.234,0.285
0.0,0.0,1.0,0.585,0.165,0.5825,0.2345,0.274
0.0,0.0,1.0,0.585,0.165,0.8,0.229,0.295
0.0,0.0,1.0,0.585,0.15,0.5315,0.199,0.2885
0.0,0.0,1.0,0.585,0.18,0.336,0.1855,0.237
0.0,1.0,0.0,0.59,0.135,0.328,0.1745,0.23
0.0,0.0,1.0,0.59,0.18,0.5985,0.227,0.31
0.0,0.0,1.0,0.59,0.155,0.388,0.188,0.275
1.0,0.0,0.0,0.595,0.15,0.4115,0.196,0.2255
1.0,0.0,0.0,0.595,0.155,0.4645,0.112,0.305
0.0,0.0,1.0,0.6,0.17,0.508,0.272,0.309
0.0,0.0,1.0,0.6,0.155,0.451,0.1885,0.325
0.0,1.0,0.0,0.6,0.15,0.565,0.2465,0.27
1.0,0.0,0.0,0.6,0.155,0.4755,0.25,0.28
1.0,0.0,0.0,0.6,0.145,0.419,0.1715,0.269
0.0,0.0,1.0,0.6,0.155,0.4455,0.189,0.295
0.0,1.0,0.0,0.605,0.15,0.6315,0.226,0.33
0.0,0.0,1.0,0.605,0.14,0.419,0.206,0.315
0.0,1.0,0.0,0.605,0.13,0.432,0.174,0.26
1.0,0.0,0.0,0.605,0.175,0.463,0.2195,0.335
1.0,0.0,0.0,0.605,0.16,0.5405,0.2215,0.275
0.0,0.0,1.0,0.61,0.15,0.407,0.1835,0.25
0.0,0.0,1.0,0.61,0.165,0.6345,0.257,0.305
0.0,0.0,1.0,0.61,0.17,0.435,0.2335,0.3035
0.0,1.0,0.0,0.61,0.15,0.4495,0.1725,0.286
0.0,0.0,1.0,0.61,0.17,0.4565,0.29,0.347
0.0,0.0,1.0,0.61,0.16,0.494,0.197,0.275
1.0,0.0,0.0,0.615,0.155,0.4475,0.193,0.2895
0.0,0.0,1.0,0.615,0.165,0.4465,0.2195,0.34
0.0,0.0,1.0,0.615,0.17,0.4845,0.228,0.295
1.0,0.0,0.0,0.615,0.165,0.4905,0.1955,0.3035
0.0,0.0,1.0,0.615,0.17,0.4795,0.302,0.3
0.0,0.0,1.0,0.615,0.175,0.446,0.3195,0.3
1.0,0.0,0.0,0.615,0.155,0.484,0.2115,0.355
0.0,0.0,1.0,0.62,0.175,0.5715,0.2385,0.39
0.0,0.0,1.0,0.62,0.18,0.5765,0.254,0.355
1.0,0.0,0.0,0.62,0.15,0.596,0.3135,0.354
1.0,0.0,0.0,0.62,0.16,0.463,0.2685,0.33
0.0,0.0,1.0,0.625,0.17,0.4955,0.2345,0.315
1.0,0.0,0.0,0.625,0.175,0.5475,0.256,0.3045
1.0,0.0,0.0,0.625,0.16,0.5715,0.326,0.321
1.0,0.0,0.0,0.625,0.155,0.5865,0.239,0.3185
1.0,0.0,0.0,0.63,0.17,0.5945,0.345,0.345
0.0,1.0,0.0,0.63,0.18,0.6025,0.295,0.315
0.0,0.0,1.0,0.63,0.145,0.5065,0.1785,0.3365
0.0,1.0,0.0,0.63,0.145,0.5165,0.2195,0.28
0.0,0.0,1.0,0.63,0.16,0.497,0.221,0.315
0.0,0.0,1.0,0.635,0.16,0.534,0.1865,0.3455
1.0,0.0,0.0,0.635,0.165,0.705,0.2645,0.39
1.0,0.0,0.0,0.635,0.175,0.707,0.2725,0.323
0.0,0.0,1.0,0.635,0.17,0.5205,0.2695,0.3665
0.0,0.0,1.0,0.635,0.155,0.405,0.2255,0.31
0.0,0.0,1.0,0.64,0.23,0.644,0.372,0.406
0.0,0.0,1.0,0.64,0.18,0.4865,0.2995,0.4075
0.0,0.0,1.0,0.645,0.16,0.556,0.2385,0.345
0.0,0.0,1.0,0.645,0.195,0.6165,0.3515,0.3725
0.0,0.0,1.0,0.645,0.16,0.7455,0.245,0.4325
1.0,0.0,0.0,0.65,0.165,0.4785,0.274,0.349
1.0,0.0,0.0,0.65,0.22,0.77,0.378,0.435
0.0,0.0,1.0,0.65,0.175,0.6865,0.3585,0.405
0.0,0.0,1.0,0.65,0.19,0.7155,0.3735,0.375
1.0,0.0,0.0,0.65,0.17,0.7245,0.349,0.391
1.0,0.0,0.0,0.655,0.19,0.564,0.3215,0.3985
0.0,0.0,1.0,0.655,0.205,0.7305,0.3595,0.46
1.0,0.0,0.0,0.655,0.19,0.6,0.3865,0.383
0.0,0.0,1.0,0.655,0.175,0.6395,0.294,0.365
1.0,0.0,0.0,0.66,0.21,0.724,0.3525,0.3925
1.0,0.0,0.0,0.66,0.17,0.615,0.3125,0.3575
1.0,0.0,0.0,0.665,0.18,0.6345,0.342,0.435
1.0,0.0,0.0,0.67,0.225,0.63,0.487,0.3725
1.0,0.0,0.0,0.67,0.175,0.4375,0.271,0.3745
0.0,0.0,1.0,0.675,0.185,0.876,0.3135,0.469
0.0,0.0,1.0,0.685,0.205,0.8145,0.416,0.461
1.0,0.0,0.0,0.695,0.19,0.7465,0.399,0.4975
1.0,0.0,0.0,0.7,0.13,0.6725,0.374,0.195
0.0,0.0,1.0,0.705,0.515,1.1075,0.4865,0.512
0.0,0.0,1.0,0.705,0.215,1.0465,0.383,0.528
1.0,0.0,0.0,0.705,0.18,0.96,0.4195,0.43
1.0,0.0,0.0,0.71,0.17,0.743,0.345,0.45
1.0,0.0,0.0,0.72,0.17,0.913,0.389,0.51
0.0,0.0,1.0,0.72,0.215,0.9515,0.564,0.5365
1.0,0.0,0.0,0.725,0.2,0.697,0.3585,0.595
1.0,0.0,0.0,0.73,0.19,0.6785,0.4345,0.52
1.0,0.0,0.0,0.735,0.205,0.949,0.46,0.565
1.0,0.0,0.0,0.745,0.215,1.1565,0.446,0.558
1.0,0.0,0.0,0.75,0.235,1.232,0.519,0.612
1.0,0.0,0.0,0.815,0.25,0.8905,0.42,0.7975
0.0,1.0,0.0,0.14,0.035,0.0055,0.0025,0.004
0.0,1.0,0.0,0.23,0.06,0.019,0.0145,0.036
0.0,1.0,0.0,0.365,0.135,0.105,0.047,0.0605
0.0,1.0,0.0,0.365,0.08,0.0785,0.0345,0.053
0.0,1.0,0.0,0.37,0.095,0.1325,0.041,0.0615
0.0,1.0,0.0,0.375,0.085,0.187,0.046,0.067
0.0,1.0,0.0,0.385,0.09,0.1225,0.044,0.0675
0.0,1.0,0.0,0.395,0.09,0.143,0.0665,0.0765
0.0,1.0,0.0,0.4,0.11,0.188,0.0455,0.0825
0.0,1.0,0.0,0.4,0.09,0.1185,0.061,0.08
0.0,1.0,0.0,0.405,0.095,0.1785,0.064,0.0855
0.0,1.0,0.0,0.405,0.09,0.112,0.075,0.0815
0.0,1.0,0.0,0.405,0.105,0.1455,0.061,0.0805
0.0,1.0,0.0,0.41,0.095,0.141,0.063,0.073
0.0,0.0,1.0,0.415,0.115,0.2015,0.065,0.103
0.0,1.0,0.0,0.425,0.105,0.2015,0.0905,0.088
0.0,1.0,0.0,0.43,0.105,0.2385,0.0745,0.1075
0.0,1.0,0.0,0.44,0.105,0.164,0.08,0.1015
0.0,0.0,1.0,0.44,0.12,0.2435,0.092,0.1025
0.0,1.0,0.0,0.44,0.11,0.213,0.089,0.1135
0.0,0.0,1.0,0.45,0.125,0.2165,0.126,0.11
0.0,1.0,0.0,0.455,0.135,0.274,0.0995,0.1065
0.0,1.0,0.0,0.46,0.11,0.1975,0.096,0.125
0.0,1.0,0.0,0.47,0.14,0.229,0.1105,0.116
0.0,1.0,0.0,0.47,0.125,0.19,0.1165,0.1175
0.0,1.0,0.0,0.47,0.12,0.126,0.0835,0.1365
0.0,0.0,1.0,0.475,0.125,0.347,0.136,0.142
0.0,1.0,0.0,0.475,0.115,0.2175,0.093,0.1165
1.0,0.0,0.0,0.475,0.115,0.281,0.117,0.1335
0.0,1.0,0.0,0.48,0.125,0.2795,0.1025,0.147
0.0,1.0,0.0,0.485,0.12,0.2075,0.1075,0.147
0.0,0.0,1.0,0.485,0.085,0.2945,0.103,0.198
0.0,0.0,1.0,0.485,0.13,0.2485,0.105,0.1555
1.0,0.0,0.0,0.495,0.12,0.2655,0.1285,0.144
0.0,0.0,1.0,0.505,0.105,0.239,0.1245,0.1555
1.0,0.0,0.0,0.505,0.135,0.361,0.1565,0.161
0.0,1.0,0.0,0.515,0.125,0.2695,0.096,0.17
0.0,0.0,1.0,0.515,0.145,0.497,0.181,0.2185
0.0,1.0,0.0,0.515,0.125,0.25,0.1245,0.17
0.0,0.0,1.0,0.52,0.125,0.254,0.139,0.149
0.0,0.0,1.0,0.525,0.14,0.3685,0.145,0.1735
0.0,1.0,0.0,0.53,0.13,0.346,0.1415,0.189
0.0,0.0,1.0,0.53,0.125,0.398,0.151,0.175
1.0,0.0,0.0,0.545,0.14,0.3565,0.1775,0.203
1.0,0.0,0.0,0.55,0.14,0.375,0.218,0.1945
0.0,0.0,1.0,0.55,0.16,0.343,0.2035,0.215
1.0,0.0,0.0,0.56,0.15,0.453,0.161,0.22
1.0,0.0,0.0,0.56,0.15,0.4755,0.1835,0.1835
0.0,0.0,1.0,0.57,0.15,0.504,0.207,0.249
0.0,0.0,1.0,0.575,0.15,0.595,0.2065,0.238
0.0,0.0,1.0,0.575,0.165,0.4005,0.2465,0.2385
1.0,0.0,0.0,0.58,0.175,0.65,0.2205,0.3055
1.0,0.0,0.0,0.58,0.14,0.475,0.2165,0.2095
0.0,0.0,1.0,0.585,0.15,0.4095,0.23,0.2335
0.0,0.0,1.0,0.59,0.15,0.387,0.215,0.245
1.0,0.0,0.0,0.59,0.15,0.613,0.239,0.2515
1.0,0.0,0.0,0.59,0.145,0.453,0.2205,0.275
1.0,0.0,0.0,0.595,0.16,0.452,0.2655,0.288
0.0,0.0,1.0,0.6,0.155,0.4365,0.2085,0.25
0.0,0.0,1.0,0.6,0.2,0.6405,0.1985,0.357
1.0,0.0,0.0,0.605,0.165,0.4535,0.193,0.2765
1.0,0.0,0.0,0.605,0.16,0.417,0.2875,0.38
1.0,0.0,0.0,0.605,0.17,0.6,0.2945,0.3315
1.0,0.0,0.0,0.61,0.17,0.5125,0.229,0.305
0.0,1.0,0.0,0.615,0.13,0.353,0.1915,0.251
0.0,0.0,1.0,0.62,0.155,0.462,0.231,0.25
1.0,0.0,0.0,0.62,0.155,0.477,0.236,0.275
0.0,0.0,1.0,0.62,0.165,0.4815,0.235,0.312
0.0,0.0,1.0,0.625,0.175,0.691,0.322,0.3465
0.0,0.0,1.0,0.625,0.18,0.451,0.3245,0.305
0.0,0.0,1.0,0.63,0.145,0.52,0.26,0.276
1.0,0.0,0.0,0.63,0.175,0.467,0.268,0.329
0.0,0.0,1.0,0.63,0.15,0.481,0.2745,0.305
0.0,0.0,1.0,0.63,0.15,0.6605,0.2425,0.31
1.0,0.0,0.0,0.63,0.225,0.6805,0.259,0.3245
1.0,0.0,0.0,0.635,0.145,0.505,0.2655,0.315
0.0,0.0,1.0,0.635,0.185,0.544,0.318,0.377
1.0,0.0,0.0,0.64,0.205,0.6635,0.3345,0.4025
1.0,0.0,0.0,0.645,0.175,0.7035,0.365,0.415
0.0,0.0,1.0,0.645,0.155,0.6405,0.3585,0.43
1.0,0.0,0.0,0.645,0.165,0.55,0.3015,0.335
1.0,0.0,0.0,0.65,0.175,0.59,0.326,0.495
0.0,0.0,1.0,0.65,0.175,0.677,0.3045,0.4
1.0,0.0,0.0,0.65,0.16,0.702,0.304,0.3195
0.0,0.0,1.0,0.65,0.14,0.475,0.2435,0.215
1.0,0.0,0.0,0.655,0.215,0.695,0.296,0.444
0.0,0.0,1.0,0.655,0.215,0.8885,0.4095,0.4195
0.0,0.0,1.0,0.66,0.165,0.589,0.351,0.345
1.0,0.0,0.0,0.665,0.18,0.5945,0.324,0.395
0.0,0.0,1.0,0.67,0.2,0.833,0.374,0.41
0.0,0.0,1.0,0.67,0.175,0.651,0.4475,0.345
0.0,0.0,1.0,0.67,0.19,0.616,0.388,0.415
1.0,0.0,0.0,0.68,0.185,0.7665,0.3255,0.4685
0.0,0.0,1.0,0.68,0.17,0.8415,0.306,0.395
0.0,0.0,1.0,0.69,0.2,0.9165,0.3325,0.461
1.0,0.0,0.0,0.7,0.17,0.7535,0.3265,0.32
0.0,0.0,1.0,0.7,0.2,0.73,0.3665,0.595
0.0,0.0,1.0,0.705,0.165,0.797,0.4095,0.388
0.0,0.0,1.0,0.72,0.2,1.017,0.363,0.494
0.0,0.0,1.0,0.725,0.24,1.351,0.413,0.5015
0.0,0.0,1.0,0.74,0.18,0.9115,0.427,0.446
0.0,0.0,1.0,0.75,0.18,0.942,0.397,0.445
0.0,1.0,0.0,0.21,0.045,0.019,0.011,0.013
0.0,1.0,0.0,0.285,0.055,0.0415,0.017,0.0335
0.0,1.0,0.0,0.295,0.07,0.047,0.0155,0.0405
0.0,1.0,0.0,0.3,0.085,0.05,0.0175,0.0415
0.0,1.0,0.0,0.305,0.09,0.063,0.034,0.0415
0.0,1.0,0.0,0.335,0.08,0.079,0.0355,0.05
0.0,1.0,0.0,0.35,0.075,0.09,0.0245,0.055
0.0,1.0,0.0,0.355,0.075,0.079,0.0315,0.054
0.0,1.0,0.0,0.355,0.09,0.0715,0.0495,0.058
0.0,1.0,0.0,0.36,0.095,0.073,0.056,0.061
0.0,1.0,0.0,0.36,0.075,0.0985,0.044,0.066
0.0,1.0,0.0,0.36,0.075,0.083,0.0365,0.055
0.0,1.0,0.0,0.365,0.085,0.0935,0.0525,0.066
0.0,1.0,0.0,0.37,0.095,0.097,0.046,0.065
0.0,1.0,0.0,0.375,0.08,0.0935,0.0925,0.07
0.0,1.0,0.0,0.38,0.095,0.0895,0.0665,0.075
0.0,1.0,0.0,0.38,0.1,0.108,0.0395,0.082
0.0,1.0,0.0,0.385,0.09,0.1,0.0505,0.076
0.0,1.0,0.0,0.385,0.095,0.119,0.059,0.07
0.0,1.0,0.0,0.385,0.09,0.1525,0.056,0.0835
0.0,1.0,0.0,0.39,0.09,0.1065,0.053,0.08
0.0,1.0,0.0,0.39,0.1,0.1275,0.062,0.077
0.0,1.0,0.0,0.39,0.1,0.095,0.0465,0.073
0.0,1.0,0.0,0.41,0.09,0.129,0.071,0.0955
0.0,1.0,0.0,0.41,0.09,0.141,0.0575,0.075
0.0,1.0,0.0,0.415,0.1,0.139,0.0625,0.0965
0.0,1.0,0.0,0.425,0.11,0.135,0.048,0.09
0.0,1.0,0.0,0.425,0.08,0.131,0.0585,0.095
0.0,1.0,0.0,0.435,0.1,0.129,0.07,0.11
0.0,1.0,0.0,0.435,0.11,0.1595,0.08,0.105
0.0,1.0,0.0,0.45,0.095,0.1385,0.064,0.105
0.0,1.0,0.0,0.45,0.11,0.181,0.085,0.1345
0.0,1.0,0.0,0.455,0.115,0.2085,0.0855,0.147
0.0,1.0,0.0,0.46,0.11,0.176,0.083,0.1205
0.0,1.0,0.0,0.46,0.11,0.2015,0.081,0.13
0.0,1.0,0.0,0.465,0.12,0.188,0.0815,0.147
0.0,1.0,0.0,0.465,0.11,0.1825,0.0735,0.12
0.0,1.0,0.0,0.47,0.125,0.21,0.0985,0.155
0.0,1.0,0.0,0.475,0.145,0.2825,0.137,0.19
0.0,0.0,1.0,0.475,0.1,0.1965,0.099,0.112
0.0,1.0,0.0,0.475,0.125,0.205,0.1305,0.125
0.0,1.0,0.0,0.48,0.125,0.179,0.1035,0.175
0.0,1.0,0.0,0.48,0.12,0.251,0.114,0.15
0.0,0.0,1.0,0.48,0.16,0.221,0.106,0.239
0.0,1.0,0.0,0.485,0.13,0.2935,0.1285,0.16
0.0,1.0,0.0,0.49,0.115,0.204,0.0945,0.143
0.0,1.0,0.0,0.49,0.135,0.3035,0.1285,0.169
0.0,1.0,0.0,0.495,0.125,0.2075,0.091,0.15
0.0,1.0,0.0,0.495,0.105,0.2505,0.1265,0.19
0.0,1.0,0.0,0.5,0.12,0.261,0.143,0.1935
0.0,1.0,0.0,0.5,0.12,0.2455,0.147,0.173
0.0,1.0,0.0,0.5,0.14,0.2375,0.135,0.169
0.0,1.0,0.0,0.51,0.13,0.281,0.143,0.162
1.0,0.0,0.0,0.515,0.11,0.3005,0.131,0.15
0.0,1.0,0.0,0.515,0.125,0.1815,0.125,0.138
0.0,1.0,0.0,0.515,0.105,0.213,0.123,0.1275
0.0,1.0,0.0,0.515,0.125,0.32,0.14,0.17
0.0,1.0,0.0,0.515,0.125,0.238,0.1265,0.185
0.0,1.0,0.0,0.52,0.145,0.2965,0.1595,0.165
0.0,1.0,0.0,0.52,0.13,0.2355,0.1095,0.1895
0.0,0.0,1.0,0.525,0.145,0.3525,0.1635,0.2875
0.0,1.0,0.0,0.525,0.12,0.3115,0.147,0.178
0.0,1.0,0.0,0.525,0.135,0.261,0.159,0.175
0.0,1.0,0.0,0.525,0.14,0.305,0.16,0.169
0.0,0.0,1.0,0.525,0.155,0.282,0.1605,0.225
0.0,1.0,0.0,0.53,0.12,0.2555,0.141,0.177
0.0,1.0,0.0,0.53,0.135,0.245,0.1455,0.2135
0.0,1.0,0.0,0.53,0.145,0.1935,0.1305,0.195
0.0,1.0,0.0,0.53,0.13,0.3745,0.167,0.249
0.0,1.0,0.0,0.535,0.13,0.2835,0.162,0.175
0.0,1.0,0.0,0.54,0.17,0.3725,0.1815,0.24
0.0,1.0,0.0,0.54,0.14,0.32,0.1395,0.25
0.0,1.0,0.0,0.54,0.14,0.3935,0.1725,0.2295
0.0,0.0,1.0,0.54,0.14,0.419,0.255,0.269
0.0,1.0,0.0,0.54,0.14,0.2505,0.1175,0.235
0.0,1.0,0.0,0.54,0.13,0.2955,0.169,0.225
0.0,1.0,0.0,0.54,0.135,0.3475,0.1545,0.213
0.0,1.0,0.0,0.545,0.13,0.3285,0.1455,0.18
0.0,1.0,0.0,0.545,0.12,0.2375,0.1155,0.1725
0.0,1.0,0.0,0.545,0.125,0.358,0.112,0.22
0.0,0.0,1.0,0.55,0.14,0.327,0.1685,0.259
0.0,1.0,0.0,0.55,0.15,0.269,0.1345,0.217
0.0,1.0,0.0,0.55,0.135,0.3995,0.1485,0.23
0.0,1.0,0.0,0.55,0.145,0.373,0.16,0.2215
0.0,1.0,0.0,0.55,0.15,0.339,0.176,0.21
0.0,1.0,0.0,0.555,0.13,0.222,0.1245,0.17
0.0,1.0,0.0,0.555,0.14,0.3945,0.15,0.206
0.0,1.0,0.0,0.555,0.145,0.3845,0.158,0.2765
0.0,1.0,0.0,0.56,0.15,0.3685,0.187,0.236
0.0,1.0,0.0,0.56,0.13,0.349,0.149,0.2
0.0,0.0,1.0,0.56,0.135,0.3265,0.221,0.2645
0.0,1.0,0.0,0.565,0.155,0.31,0.186,0.231
1.0,0.0,0.0,0.565,0.15,0.435,0.149,0.27
0.0,0.0,1.0,0.565,0.125,0.3595,0.1825,0.215
0.0,0.0,1.0,0.565,0.15,0.4245,0.1735,0.219
1.0,0.0,0.0,0.57,0.135,0.3345,0.185,0.21
0.0,0.0,1.0,0.57,0.14,0.3385,0.148,0.245
0.0,1.0,0.0,0.57,0.17,0.4,0.166,0.25
0.0,1.0,0.0,0.57,0.145,0.354,0.144,0.2815
0.0,1.0,0.0,0.57,0.155,0.3705,0.1705,0.28
0.0,1.0,0.0,0.57,0.145,0.306,0.172,0.1825
0.0,0.0,1.0,0.575,0.165,0.3765,0.1805,0.268
0.0,1.0,0.0,0.575,0.135,0.364,0.196,0.239
1.0,0.0,0.0,0.575,0.155,0.509,0.238,0.34
0.0,1.0,0.0,0.575,0.125,0.3275,0.188,0.235
0.0,0.0,1.0,0.575,0.185,0.3745,0.2175,0.355
1.0,0.0,0.0,0.575,0.195,0.417,0.247,0.47
0.0,1.0,0.0,0.575,0.17,0.3475,0.1465,0.25
0.0,1.0,0.0,0.575,0.135,0.3615,0.176,0.254
1.0,0.0,0.0,0.575,0.15,0.4605,0.218,0.36
0.0,0.0,1.0,0.575,0.16,0.4005,0.198,0.239
0.0,0.0,1.0,0.575,0.16,0.483,0.166,0.275
1.0,0.0,0.0,0.58,0.15,0.428,0.1515,0.23
0.0,0.0,1.0,0.58,0.155,0.469,0.2225,0.295
0.0,0.0,1.0,0.58,0.13,0.365,0.173,0.2285
0.0,1.0,0.0,0.58,0.125,0.303,0.1405,0.235
1.0,0.0,0.0,0.585,0.14,0.4305,0.2205,0.253
0.0,0.0,1.0,0.59,0.165,0.559,0.235,0.309
0.0,1.0,0.0,0.59,0.145,0.428,0.268,0.265
0.0,1.0,0.0,0.59,0.145,0.419,0.1785,0.26
1.0,0.0,0.0,0.595,0.15,0.4175,0.17,0.265
0.0,0.0,1.0,0.595,0.14,0.3965,0.194,0.217
0.0,0.0,1.0,0.595,0.145,0.463,0.2065,0.2535
0.0,1.0,0.0,0.595,0.15,0.377,0.1925,0.235
1.0,0.0,0.0,0.6,0.155,0.427,0.2045,0.3
1.0,0.0,0.0,0.6,0.15,0.575,0.196,0.305
0.0,0.0,1.0,0.6,0.165,0.4135,0.1965,0.2725
0.0,1.0,0.0,0.6,0.17,0.38,0.2225,0.29
1.0,0.0,0.0,0.6,0.18,0.4495,0.2455,0.325
0.0,0.0,1.0,0.6,0.165,0.504,0.241,0.275
0.0,0.0,1.0,0.6,0.16,0.5625,0.3045,0.2635
1.0,0.0,0.0,0.605,0.145,0.468,0.1775,0.275
0.0,0.0,1.0,0.605,0.145,0.3835,0.1905,0.27
0.0,1.0,0.0,0.605,0.145,0.379,0.2265,0.22
1.0,0.0,0.0,0.605,0.14,0.4735,0.2345,0.24
1.0,0.0,0.0,0.605,0.155,0.393,0.224,0.3345
1.0,0.0,0.0,0.605,0.18,0.7285,0.264,0.431
0.0,0.0,1.0,0.61,0.155,0.4565,0.228,0.266
1.0,0.0,0.0,0.61,0.16,0.4835,0.2515,0.28
1.0,0.0,0.0,0.61,0.15,0.6025,0.2915,0.3085
0.0,0.0,1.0,0.61,0.16,0.449,0.2345,0.2945
1.0,0.0,0.0,0.61,0.16,0.3835,0.223,0.379
0.0,1.0,0.0,0.61,0.125,0.436,0.19,0.26
0.0,0.0,1.0,0.61,0.17,0.5225,0.2405,0.31
1.0,0.0,0.0,0.61,0.18,0.5735,0.2855,0.355
0.0,0.0,1.0,0.615,0.16,0.473,0.2395,0.28
0.0,0.0,1.0,0.615,0.175,0.6035,0.261,0.311
0.0,1.0,0.0,0.62,0.18,0.4935,0.256,0.315
1.0,0.0,0.0,0.62,0.155,0.6685,0.2605,0.335
0.0,0.0,1.0,0.62,0.175,0.535,0.241,0.395
1.0,0.0,0.0,0.62,0.165,0.4995,0.2435,0.357
